Location,Site,Depth,Site_Depth_Date,Region,latitude,longitude,Ascidian_erectsingle,CCA,Cyanobacteria_filamentous,Hydrozoan_arborescent,Hydrozoan_bushy,Hydrozoan_encrusting,Macroalgae_articulated_calcareous,Macroalgae_corticated_foliose,Macroalgae_corticated_macrophyte,Macroalgae_Filamentous_Algae,Octocoral_arborescent,Octocoral_bushy,Octocoral_clustered,Octocoral_digitate,Octocoral_encrusting,Octocoral_fan,Octocoral_lobate,Octocoral_massive,Octocoral_whip,Other.mobile.invertebrates,Scleractinian_arborescent,Scleractinian_bushy,Scleractinian_columnar,Scleractinian_encrusting,Scleractinian_foliose,Scleractinian_massive,Scleractinian_tabular,Sponge_branching,Sponge_encrusting,Sponge_massive,Stable.substrate,Turf_Turf,Unstable.substrate,Zoanthid_encrusting,Zoanthid_massive,max.monthly.SST,min.monthly.SST,PAR
Guiwan_5m_20230713,Guiwan,5m,Guiwan_5m_20230713,Ludao,22.64109667,121.480459,0,0.14272096,0,0,0.000269982,0.00136335,0.000198169,0,0,0,0,0.000137988,0.000527862,0.012624638,1.54032571428571e-05,0,0.015980246,0,0,0,0.001913032,0.012850564,8.81096287476478e-05,0.206905242,0.132234208,0.040019042,0.011223674,0.00032871,0.000681363,0,0.01331577,0.335405042,0.061435816,0.005071043,0.004689785,30.2981739,23.32548714,35.13315582
Gupoyu_5m_20200828,Gupoyu,5m,Gupoyu_5m_20200828,Penghu,23.71468,119.558475,0,0.140685497,8.4095333249238e-06,0,0.000303124,0.000982267,0.000220856,0.000504905,6.46402488582711e-06,0,0,0.005890817,0,0.002909024,0.000494423,0,0,0,0,0,0.043487975,0.018519959,0.000261211,0.02248369,0.000890093,0.010686489,0.028782196,0.014560356,7.75693999224306e-06,0,0.006841469,0.585435269,0.116037749,0,0,28.9536953,18.21903229,36.45840454
Gupoyu_5m_20210510,Gupoyu,5m,Gupoyu_5m_20210510,Penghu,23.71468,119.558475,0,0.137205977,0,0,0,0,0.002860696,0.012709578,0,0,0,0,0,0.005136781,0,0,0.004865753,0,0,0,0.076326757,0.012338234,0,0.015303574,0.004169667,0.014440958,0.039633804,0.001520179,0,0,0.002409196,0.214866064,0.456093628,0.000119154,0,28.9536953,18.21903229,36.45840454
Haishenping_5m_20220818,Haishenping,5m,Haishenping_5m_20220818,Ludao,22.6585,121.507583,0,0.195712606,0,0.000101909,0.067013222,0.002269952,0.000522372,0.000135387,0,0,0,0.002670714,0.004196923,0.04105234,0.001210902,0.000270669,0.010754931,0,0,0.000648947,0.026915029,0.044028925,0.00080975,0.155105387,0.058477543,0.016851461,0.138358167,0.00039417,0,0,0.008721173,0.209213993,0.012142772,0.001875126,0.000545632,30.25894165,23.23961067,35.13315582
Hepingdao_5m_20210727,Hepingdao,5m,Hepingdao_5m_20210727,North,25.1621135,121.7689535,0,0.4067725,0,0,0.000102821,0,0.014720385,0.000751469,0.002326761,0,0,0,0,0.000601306,0,0,0.008739037,0,0,0,0.000437032,0.002679826,0,0.120540191,0.003517138,0.003009676,0.002809025,0,0.002954919,0,0.001505352,0.397988975,0.019359482,0.005658432,0.005525674,29.74578094,18.79842949,29.88887596
Hongchaikeng_10m_20160518,Hongchaikeng,10m,Hongchaikeng_10m_20160518,Kenting,21.96504167,120.7105813,0,0.095497457,0.002491145,0,0,0.001470965,0.003883847,0.002832388,0,0,0,0.005647879,0.001900119,0.012896013,0.002070497,0,0.001052403,0.00014941,0,0.001809418,0.000983642,0.029129612,0,0.116934481,0.005344583,0.017714484,0.015619962,0.000699266,0.002118389,0.000835646,0.042061869,0.484335031,0.152521492,0,0,30.56768799,23.24245453,39.06655502
Hongchaikeng_5m_20220406,Hongchaikeng,5m,Hongchaikeng_5m_20220406,Kenting,21.96504167,120.7105813,0.000190786,0.115186713,0,0,0.015786738,0.001085086,0.002577479,0.008058194,0.000196888,0,0,0.001181186,0,0.005886303,0.000475221,0,0.012297714,0,0,0.000142441,0.000282267,0.055519395,0,0.072877945,0.00811827,0.01805805,0.00462022,0.000286895,0.000553626,0.000432146,0.004365688,0.652148491,0.018103402,0.001464833,0.000104023,30.56768799,23.24245453,39.06655502
Houbihu_5m_20220410,Houbihu,5m,Houbihu_5m_20220410,Kenting,21.942488,120.752944,0,0.07580728,0,0,0.022680886,0.001028255,0.000202514,0.000370018,0,0,0,0,0.00034744,0.023605663,0.000375933,0,0.025138851,0,0,0.00019084,0.009641169,0.010848363,0,0.068573667,0.359724043,0.012986368,0.021379714,5.21153714285714e-05,0.000356676,0,0.003220253,0.308447468,0.054184399,0.000192148,0.000645938,30.45998764,23.24942207,38.59011841
Houshi_10m_20200611,Houshi,10m,Houshi_10m_20200611,Xiaoliuqiu,22.3247995,120.3666185,0,0.128946255,0,3.41614226295923e-05,0.000942596,0.00565852,0.017158617,0.036029281,0.002770264,0,0,0.001529647,0.000106542,0.003613315,0.004121653,0,8.713192363526e-05,0.000608932,0,0.009017629,0,0.004143514,0,0.010581149,0.000520702,0.000427334,0.001430173,0.000839373,0.000763514,0,0.006738908,0.645857677,0.118073112,0,0,30.63549423,22.31768417,40.42216873
Houshi_5m_20210902,Houshi,5m,Houshi_5m_20210902,Xiaoliuqiu,22.3247995,120.3666185,0,0.128314361,0,0,0,5.62524667229191e-05,0.000894112,0.000326974,0.000671315,0,0,0.00023928,0,0.002230401,7.90704928145295e-06,0,0.00907907,0,0,0,3.08868285405417e-05,0.004439573,0,0.055625862,0.017993494,0.036748154,0.000659683,0,0,0,0.000269288,0.692390467,0.04594315,0.001857305,0.002222465,30.63549423,22.31768417,40.42216873
Huaientang_5m_20210508,Huaientang,5m,Huaientang_5m_20210508,Penghu,23.53386,119.61486,0,0.072894395,0,0,0,0.000154188,0.000622032,2.14928269886546e-05,0.00011335,0,0,0,0,0.000470566,0,0,0.002219381,0,0,0,0.419204371,0.045010242,0,0.047404424,0.133597446,0.012140444,0.050337908,0.000203748,0.000185912,0,0.000130345,0.19546637,0.017807687,0.00157928,0.000436416,29.29231071,18.92474365,36.18424225
Huaping_5m_20210816,Huaping,5m,Huaping_5m_20210816,North,25.42456,121.94495,0,0.495188786,0,0,0,0.000341183,0,2.58258015720022e-05,0.00010122,0,0,0,0,0,0,0,0.000224555,0,0,0,0.000729231,0.001123262,0,0.006245853,0.003016761,0.00200567,0.022271311,0,0.00207486,0.000132985,0.006216853,0.441933288,0.01745188,0.000916476,0,29.78151131,18.71215057,32.45289993
Huapingyan_10m_20200612,Huapingyan,10m,Huapingyan_10m_20200612,Xiaoliuqiu,22.356052,120.3805135,0,0.103561993,0.000125572,1.71978952380952e-05,0.000407752,0.008452948,0.001761695,0.001265627,0.000117307,0,0,0.000898182,0,0.005567197,0.000186507,0,0,0,0,0.015768977,0,0.003475838,0,0.039458961,0.001155866,0.003139195,0.001969363,0,0.000451751,1.60729954133576e-05,0.010236322,0.710378855,0.091396596,0,0.000190226,30.60363007,22.28019142,40.00014877
Huapingyan_5m_20210902,Huapingyan,5m,Huapingyan_5m_20210902,Xiaoliuqiu,22.356052,120.3805135,0.000534376,0.224295619,5.00888476190476e-05,0,0.001403772,0.004256236,0.001599721,0.002715728,0.000341042,0,0,0.00047318,0,0.002633074,0.000393413,0,0,0,0.000248681,0.011312465,3.63821870155719e-05,0.009271172,0,0.026989758,0.003302466,0.002850576,0.000971416,0.000138567,0.000857842,0.000747084,0.007070512,0.600760863,0.096260256,0.000330264,0.000155447,30.60363007,22.28019142,40.00014877
Huayu_5m_20210502,Huayu,5m,Huayu_5m_20210502,Penghu,23.4047,119.31565,0,0.116416156,0,0,0,0,0.001439757,0.000385316,8.23766152925003e-05,0,0,0,0,0.015546842,0,0,0.00708391,0,0,0,0.000511827,0.004505772,0,0.168010578,0.02112368,0.014244023,0.017835002,0.000186965,0,0,0.000912214,0.591756841,0.038811979,0.001146763,0,28.59733009,18.42508888,37.2495842
Hujingyu_North_5m_20200825,Hujingyu_North,5m,Hujingyu_North_5m_20200825,Penghu,23.49275,119.5205,0,0.079760608,0.000249272,0,0,0.003662724,0.00016048,0.000126838,0,0,0,0.00153795,0,0.026512143,0.000848865,0,0.000688624,0.000941866,0,0.001264426,0.001250388,0.061902775,0.001500758,0.1475166,0.012759771,0.01119457,0.019017992,3.57185807679832e-05,6.6929333266404e-05,0.000374968,0.004048843,0.431465302,0.14309762,0.005247887,0.04476608,28.95958328,18.91871071,37.22371674
Hujingyu_North_5m_20210508,Hujingyu_North,5m,Hujingyu_North_5m_20210508,Penghu,23.49275,119.5205,0,0.086330292,0,0,0,0.000233109,4.17740190669204e-05,3.62160036364484e-05,0,0,0,0,0,0.00888777,0.000292836,0.000142713,0.009292718,0,0,0.004519759,0.005962447,0.149780332,0,0.053742135,0.110715865,0.007829763,0.016149942,0,0.00098638,0,0.003186307,0.393735686,0.144758568,0.001505192,0.001870199,28.95958328,18.91871071,37.22371674
Hujingyu_West_5m_20200825,Hujingyu_West,5m,Hujingyu_West_5m_20200825,Penghu,23.49217,119.51086,0,0.039829721,0,0,0,8.64794571767289e-05,0,0.000343077,0,0,0,0.001335769,0,0.00299607,0.001096736,0,0,0,0,0.000815218,8.74706671564204e-05,0.017483172,0.000103768,0.055681427,0.005306075,0.006478427,0.006830284,0.000545583,0.000555762,0,0.00035425,0.318332119,0.541499383,0.000141339,9.78668380952381e-05,28.73525429,18.73848915,37.22371674
Hungchai_5m_20220406,Hungchai,5m,Hungchai_5m_20220406,Kenting,21.976484,120.714387,2.37526420291128e-05,0.092817716,0,0,0.000551975,0.000815994,0.001573863,0.004076301,0.000280043,0,0,0.001771438,0,0.003669284,0.001293019,0,0.012909238,0,0.000174216,0.000113299,0.000308832,0.017485409,0,0.108440523,0.029787953,0.023267752,0.010206944,0.000143461,0,0,0.008678116,0.657660404,0.021940329,0.001695301,0.00031484,30.58568954,23.21359634,39.06655502
Jialeshui_5m_20220411,Jialeshui,5m,Jialeshui_5m_20220411,Kenting,21.99726,120.873188,0,0.221544782,0,0,0.04836381,0.005297967,0.006093417,0.001324317,0.00092036,0,0,0.014871238,5.99058746985084e-05,0.025500226,0.001256268,0,0.0541454,0,0,0,0.011303993,0.049561015,0,0.066447763,0.023492818,0.016740117,0.048921652,0.000496011,4.26447499666965e-05,0,0.007944756,0.380494905,0.013352838,0.001648232,0.000175565,30.26713181,23.22740364,37.06752396
Jiamuziwan_5m_20190821,Jiamuziwan,5m,Jiamuziwan_5m_20190821,East,22.8628765,121.2088495,0,0.237490092,3.49024759410523e-05,6.71797933857018e-06,0.062719385,0.075008394,0.012207317,0.003858123,0.001040531,0,0,0.022360501,6.59670475530806e-06,0.054846302,0.001156161,0,0.000610982,1.52526820368474e-05,0.000222621,0.000280996,0.000388775,0.011781066,0.000105588,0.135332173,0.011682808,0.011348146,0.002120288,0.000944434,4.44242637006363e-05,0,0.012376931,0.277992184,0.063498368,0.000484521,3.54164438125082e-05,29.94989395,23.00416756,34.41840744
Jiamuziwan_5m_20210828,Jiamuziwan,5m,Jiamuziwan_5m_20210828,East,22.8628765,121.2088495,0,0.117873672,0,0,0.031987937,0.002817887,0.003163332,0.001811738,0.000871112,0,0,0.012390907,0,0.025369362,0.001358962,0,0.08324231,0,0,0,0.000465433,0.020280827,3.26730923207546e-05,0.132886654,0.039248889,0.019231553,0.009079284,0.00078498,0.000114957,0,0.000238131,0.425861345,0.060017845,0.005475591,0.00539462,29.94989395,23.00416756,34.41840744
Jiamuziwan_5m_20220817,Jiamuziwan,5m,Jiamuziwan_5m_20220817,East,22.8628765,121.2088495,0,0.141861035,0,0,0.027251997,0.013651608,0.000217731,0.000690608,0.009006611,0,0,0.040093437,0.000447975,0.031218559,0.027311328,0,0.013201688,0,0.006249626,6.09682093578205e-05,0,0.003940324,0.009975596,0.212290051,0.046907666,0.028649553,0.012194976,0,0.000725268,0.000522801,0.001999138,0.320120756,0.026707375,0.017317076,0.007386248,29.94989395,23.00416756,34.41840744
Jihui_5m_20190819,Jihui,5m,Jihui_5m_20190819,East,23.11625633,121.3972063,0,0.072241445,0.001178208,5.51524992707092e-06,0.019125227,0.009778901,0.001552379,0.00536683,0.001047595,0,0,0.013468855,0.000352076,0.028130828,0.00248774,7.43628569941315e-06,0.001062999,0.001421518,0,0.000667007,0.00059991,0.012795366,0.000141713,0.124524369,0.006158017,0.080976725,0.009205829,0.002127236,5.45700761904762e-05,0,0.003380926,0.3741116,0.227203578,0.000122609,0.000702991,29.72655678,23.02256012,33.086483
Jihui_5m_20210827,Jihui,5m,Jihui_5m_20210827,East,23.11625633,121.3972063,0,0.104077594,0,0,0.033898161,0.001733718,0.000541443,6.9575061808831e-05,0.000506486,0,0,0.008259738,0,0.019975566,0.000757332,0,0.069470937,0,0,7.04993891073892e-05,0.00415707,0.021858219,0.000756447,0.116645109,0.060195644,0.072633932,0.02753409,8.72781761598355e-05,0.000328416,0,0.000708568,0.412000956,0.031113359,0.009870747,0.002749116,29.72655678,23.02256012,33.086483
Jihui_5m_20220816,Jihui,5m,Jihui_5m_20220816,East,23.11625633,121.3972063,0,0.124768367,0,0,0.066693148,0.007387841,0,9.48028903636162e-05,0.001733401,0,0.001552025,0.050542152,0.00049167,0.010347388,0.012451319,0,0.008935834,0,0.005111204,0.000268037,0.001055366,0.007567697,0.007223303,0.198842331,0.041167058,0.047628185,0.017519892,0,0.000556803,1.02296666768963e-05,0.000506007,0.336145773,0.047605014,0.002852194,0.000942956,29.72655678,23.02256012,33.086483
Jingyudong_5m_20200826,Jingyudong,5m,Jingyudong_5m_20200826,Penghu,23.65744,119.522125,0,0.109450853,0,0,0,4.92798554205388e-05,1.6596600841353e-05,0.000528524,0,0,0,0.00337773,0,0.003629589,0.003944553,0,0.001658297,0.000305036,0,0,0.000337439,0.004403507,0,0.077774906,0.000478503,0.021820028,0.009105937,6.51715378334264e-05,0.000628444,0,0.002261,0.549196245,0.210736335,8.04163043150804e-05,0.000151611,28.92212486,18.36055946,36.25774384
Jingyudong_5m_20210510,Jingyudong,5m,Jingyudong_5m_20210510,Penghu,23.65744,119.522125,0,0.231790824,0,0,0,0,0.001422119,0.0002114,0.000615859,0,0,0,0,0.008363591,0,0,0.012150401,0,0,0,0.002041256,0.035176533,0,0.133835452,0.008702315,0.017173338,0.035940821,0.000216451,0,0,0.00046737,0.492286041,0.012261527,0.005272086,0.002072618,28.92212486,18.36055946,36.25774384
Jiqi_5m_20200813,Jiqi,5m,Jiqi_5m_20200813,East,23.6940545,121.552531,0,0.106269769,8.52777590349847e-05,0,0,0.001420901,0.007785794,0.003245606,0.003827933,0,0,0.014103779,0,0.002762485,0.038953621,0,0,0,0,0.000243632,5.79366803029056e-05,0.008363055,0,0.083951013,0.002109087,0.009522504,0.000279914,0.00083036,0,0,0.00161355,0.671166596,0.041336265,0.000954219,0.001116703,29.64119339,23.1835804,31.96844292
Jiqi_5m_20210825,Jiqi,5m,Jiqi_5m_20210825,East,23.6940545,121.552531,0,0.255284564,0,0,0.00010664,0,0.006606751,0.002435581,0.002204444,0,0,0,0,0.002245118,2.76770881199361e-05,0,0.000926246,0,0,0,0.000261691,0.001151029,0,0.005806616,0.001694217,0.000227621,0.000438636,0.000311384,0.000197225,0,5.98245670662271e-05,0.687552627,0.031701948,0.000475848,0.000284313,29.64119339,23.1835804,31.96844292
Jiqi_5m_20220818,Jiqi,5m,Jiqi_5m_20220818,East,23.6940545,121.552531,0,0.209949973,0,0,0,8.69649903892255e-05,0.003953462,1.34594476325071e-05,0.025583367,0,0,0.000150961,0,0.002634678,0.027124668,0,0.002447298,0,0.007271001,0.000128377,0,0.001621667,0,0.049489265,0.025800703,0.02676302,0.00070324,0,0.00153872,0,0.002520484,0.542790175,0.067864765,0.001241507,0.000322243,29.64119339,23.1835804,31.96844292
Keelung_Island_10m_20170925,Keelung_Island,10m,Keelung_Island_10m_20170925,North,25.18979425,121.7825868,8.99565048518613e-05,0.195299924,0.000453386,0,0,0,0.010468929,0.007596893,0.002112287,0,0,0.001012494,0,0.002211943,0.002808147,0,0,0,0,0.001070541,0.000102161,0.004216868,0,0.176585949,0.000947553,0.019643083,0.001620534,0.005703128,0.02015377,0.000661566,0.004222352,0.442121453,0.088753204,0.00193912,0.010204758,29.74578094,18.79842949,29.88887596
Keelung_Island_5m_20210727,Keelung_Island,5m,Keelung_Island_5m_20210727,North,25.18979425,121.7825868,0,0.186757096,0,0,0,8.15516384201157e-05,0.000970053,0.000487929,0.000279537,0,0,0,0,0.006843167,0,0,0.014893794,0,4.23924952380952e-05,0,0.038290322,0.054182839,0,0.152739668,0.028138468,0.022413062,0.063356768,0,0.001105588,0,0.003141197,0.363764854,0.030445694,0.007846957,0.024219063,29.74578094,18.79842949,29.88887596
Keelungyu_5m_20200827,Keelungyu,5m,Keelungyu_5m_20200827,Penghu,23.5424,119.53077,0,0.051439435,0.000133212,0,0,0.000778043,0.000225438,0,0,0,0,0.002304692,0,0.018333641,0.00129889,0,1.39967020104031e-05,0,0,0.001017612,0.02051079,0.039551642,0.000521913,0.101900196,0.013180775,0.013409837,0.035254254,0.000774623,0.000328634,0,0.001494882,0.341803291,0.354750579,0.000621574,0.000352049,28.87810326,18.69984818,36.87475204
Keelungyu_5m_20210507,Keelungyu,5m,Keelungyu_5m_20210507,Penghu,23.5424,119.53077,0,0.056356261,0,0,0,0.000134126,0.000357382,0,0,0,0,0,0,0.011361286,0,0,0.012964252,0,4.77040225140047e-05,0.00063052,0.061419352,0.017055141,0,0.039543031,0.15715823,0.02089567,0.007264666,2.25475592560162e-05,0.000349315,0,0.001446074,0.435743412,0.177173076,7.79563922992182e-05,0,28.87810326,18.69984818,36.87475204
Kongziyan_5m_20220817,Kongziyan,5m,Kongziyan_5m_20220817,Ludao,22.6507,121.50345,0,0.147718697,0,0,0.017297089,0.0044421,7.27621178265679e-05,0,0,0,0,0,0.000266005,0.036625651,0.000190047,0,0.01243331,0,0,0,0.012928254,0.024244135,0.000195772,0.24372942,0.046323824,0.038060476,0.073110791,1.20401619047619e-05,9.13881904761905e-06,0,0.030998659,0.277233159,0.032488397,0.00050085,0.001119422,30.25894165,23.23961067,35.13315582
Landong_10m_20190729,Landong,10m,Landong_10m_20190729,Lanyu,22.056424,121.5070875,0,0.101190568,0,0,0,0.002688718,6.26344546851993e-05,9.01920260652037e-05,3.74102533727778e-05,0,0.000132396,0.003788786,0.001549337,0.002304211,0.00847574,0,0.000327686,0,0.00022492,0.000386942,0.000170773,0.043834892,0.011331287,0.11838782,0.00042504,0.008404651,0.008235375,0,0.000636,0.000437747,0.059114207,0.498521036,0.127733015,0.001386153,0.000122463,30.22652626,23.69605446,35.92948914
Landong_5m_20220713,Landong,5m,Landong_5m_20220713,Lanyu,22.056424,121.5070875,0,0.222301437,0,0,9.78146476190476e-05,0.001863178,0.000238103,0,0,0,0,0,9.75119620022739e-05,0.006030203,0.001409866,0,0.004851938,0,0,0,0.000546947,0.120642271,0.000517639,0.035606806,0.003683178,0.013823735,0.006448609,0,0.000429225,0,0.020569131,0.466748398,0.092001832,0.001140806,0.00095137,30.22652626,23.69605446,35.92948914
Laurenyan_10m_20190730,Laurenyan,10m,Laurenyan_10m_20190730,Lanyu,22.0028625,121.573058,0,0.110800838,0,0,0,0.001150537,0,0,2.16736952164215e-05,0,0.000221279,0.017298216,0.005209019,0.004615015,0.005140941,0,0.000472642,0,0.000155326,0.000224453,0,0.033340162,0.001443836,0.180929566,0.001868103,0.00370944,0.009272402,0,0.00313167,0.000706176,0.063622477,0.523855966,0.03050749,0.001865468,0.000437304,30.17901611,23.79766655,35.54141617
Laurenyan_5m_20220712,Laurenyan,5m,Laurenyan_5m_20220712,Lanyu,22.0028625,121.573058,0,0.226323044,0,0,0.010315071,0.007175385,2.07369046129234e-05,0,0.00033786,0,0,0.000888175,0.000257012,0.006828342,0.000584873,0,0.006666169,0,0.000394059,0,0.002854954,0.039645177,4.18083237677155e-05,0.155149304,0.00904404,0.015809793,0.03004231,0,0.002630887,0.00018708,0.010874325,0.445364183,0.026438121,0.000936275,0.001191014,30.17901611,23.79766655,35.54141617
Leidashih_5m_20220407,Leidashih,5m,Leidashih_5m_20220407,Kenting,21.929179,120.744357,0,0.172147851,0,0,0.067880203,0.004489342,0.001605068,0.001097764,0.000531064,0,0,0.001467446,0,0.053039902,0.000580496,0,0.029895659,0,0,0,0.002266556,0.046688054,0.001136022,0.125805634,0.046665503,0.014467568,0.029298864,0.000562551,0,0,0.005198,0.382175391,0.011493216,0.000698231,0.000809616,30.45998764,23.24942207,38.59011841
Longdong_5m_20190524,Longdong,5m,Longdong_5m_20190524,North,25.11328133,121.919588,0.000476841,0.298805247,1.99686722721966e-05,0,0,6.18814761904762e-05,0.070531514,0.088725585,0.072200033,0,0,0.009370083,0.001363143,0.00420739,0.005177732,0,0.001174479,0,0.001769306,0.002436395,3.70778602491288e-05,0.019141652,0,0.043209332,0.006849144,0.004828815,0.002688794,0.006477598,3.44175307648098e-05,0.00110475,0.004340425,0.32742588,0.017882761,0.004499097,0.005160656,29.52860451,19.56199265,29.51881599
Longdong_5m_20210628,Longdong,5m,Longdong_5m_20210628,North,25.11328133,121.919588,0,0.432270141,0,0,0.000401214,0.004042557,0.031257979,0.003991796,3.12368630377354e-05,0,0,2.68172380416036e-05,0,0.003953989,0.000628717,0,0.015794509,0,0,0,0.000608765,0.014650576,0,0.027279139,0.004734051,0.004957824,0.003376796,0.000170469,0,0,0.003894131,0.391756748,0.030313697,0.007845609,0.018013239,29.52860451,19.56199265,29.51881599
Longdong_5m_20220810,Longdong,5m,Longdong_5m_20220810,North,25.11328133,121.919588,1.87835904574069e-05,0.270705367,2.91170476190476e-05,0,0.000464073,0.000573028,0.000187492,0.000195604,0.004524043,0,0,0.004262457,0,0.006741659,0.00593165,0,0.016843009,0,0.015019222,0.001169719,0,0.006952645,0.000663492,0.10285551,0.011700198,0.018954736,0.000727604,0,0.001089922,4.76779713808935e-05,0.004814435,0.481348866,0.021400363,0.014136351,0.008642977,29.52860451,19.56199265,29.51881599
Longkeng_10m_20160519,Longkeng,10m,Longkeng_10m_20160519,Kenting,21.905567,120.8632093,0,0.207341443,0.020961517,0,0.000161282,0.004009908,0.014054066,0.006405796,0.001371166,0,0,0.01395651,0.003912501,0.056493661,0.001584894,0,0.02232322,0.003207655,0,3.73045809896855e-05,7.10303111061266e-05,0.009637818,2.26867333106466e-05,0.087956108,0.000932966,0.008355076,0.001467186,0.00080671,0.000317597,0.00061196,0.031647107,0.480133052,0.021850238,4.40547190809986e-05,0.000325488,30.39800072,23.32444763,38.73398209
Longkeng_5m_20220411,Longkeng,5m,Longkeng_5m_20220411,Kenting,21.905567,120.8632093,0,0.224338579,0,0,0.006244015,0.005164686,0.004726897,0.001562022,0.002819554,0,0,0.016774004,0.000169642,0.062129284,0.003043975,0,0.038947739,0,0.000567582,0,0.000866198,0.05246629,0,0.102481628,0.013348706,0.007810162,0.013937576,0.000209491,0,0,0.006082144,0.416719311,0.012315922,0.005569189,0.001705403,30.39800072,23.32444763,38.73398209
Longxiadong_10m_20200611,Longxiadong,10m,Longxiadong_10m_20200611,Xiaoliuqiu,22.3445686,120.3892124,0,0.082053797,0.000575524,0,0,0.004663594,0.007835636,0.012111159,0.000212786,0,0,0.000628299,0,0.022310824,0.00040787,0,0.000104068,0.000531663,0,0.007448551,0,0.003073041,4.81413502238179e-05,0.042226778,0.003055696,0.007329017,0.001411286,0.000312567,0.000180684,0,0.003908358,0.705376446,0.094194212,0,0,30.60363007,22.28019142,40.00014877
